40.0588744 -106.3889199	Kremmling,CO
43.6376174 -123.5681519	Elkton,OR
36.555087 -83.3187901	Sunnyside,TN
39.6570559 -75.746879	Robscott Manor,DE
33.4001152 -87.5672288	North Riviera,AL
35.7429092 -81.5134255	Connelly Springs,NC
40.1209225 -77.3158173	Cumminsville,PA
41.8385141 -115.9653694	Mountain City,NV
40.1353194 -85.6780317	North Anderson,IN
35.4464622 -84.6057682	Westwood Heights,TN
42.2179662 -114.5942041	Rogerson,ID
40.6739906 -74.465987	Gillette,NJ
36.5472655 -86.3497131	Angeltown,TN
30.1004963 -96.9702606	Northrup,TX
28.8461019 -81.1625612	Osteen,FL
40.4345231 -77.6111019	Reeds Gap,PA
35.4347992 -87.3127914	Summertown,TN
35.0048411 -82.0151063	Stone Creek,SC
44.7723422 -123.2048204	Parker,OR
41.2889098 -91.5523838	Ainsworth,IA
41.9117134 -86.0100069	Cassopolis,MI
32.8871187 -80.0714796	Riverbend,SC
42.3611968 -73.3806651	Richmond Furnace,MA
38.6028982 -76.5702349	Parran,MD
39.1742117 -91.1056978	Hopkinsville,MO
38.3334518 -75.5974244	Colbourn Manor,MD
42.0320462 -70.8439297	Breezy Hill,MA
40.4667028 -87.8319745	Hustle,IL
41.5626044 -70.9855945	Cranberry Bog Corner,MA
39.6453126 -87.8616975	Redmon,IL
40.5564892 -75.2893441	Springtown,PA
40.0911747 -82.9568483	Sharon,OH
28.1313986 -97.8783331	Lake Mathis Point Colonia,TX
41.8880843 -88.1514592	Geneva Road,IL
43.0272854 -77.4002683	Motts Corner,NY
38.5444966 -86.8741658	South Martin,IN
33.230167 -79.3767242	North Santee,SC
34.8870687 -81.9439916	Raynell,SC
35.020358 -85.7060817	Raulstontown,TN
32.067295 -111.9495719	Santa Lucia,AZ
35.284284 -82.4801199	Laurel Rock Acres,NC
39.7589478 -84.1916069	Dayton,OH
34.7800953 -83.0304292	Oakmont,SC
36.0795171 -84.7638341	Obed Junction,TN
42.9303443 -76.2127047	South Onondaga,NY
31.2967984 -104.3563134	Ort,TX
40.5639554 -79.2608705	Aultman,PA
32.8423614 -83.6785145	Hillcrest Heights,GA
37.7687182 -81.8370625	Accoville,WV
39.7067616 -77.6472144	Miller Chapel,MD
35.8040401 -78.6502814	Hayes Barton,NC
38.6665995 -116.2570012	Morey,NV
42.0025288 -88.7403667	Five Points,IL
39.5901611 -123.7777947	Kibesillah,CA
35.6903211 -101.965183	Four Way,TX
48.8377592 -94.697712	Wheelers Point,MN
35.0573118 -89.3089601	Forty Five,TN
62.1275 -164.8883333	New Knockhock,AK
38.2875664 -86.0663597	Crandall,IN
44.5883989 -69.5986567	Fairfield,ME
33.5848282 -85.7902411	Friendship,AL
37.5865337 -78.6011195	New Mount Vinco,VA
38.8859069 -82.9737858	Tomlison Addition,OH
37.5253216 -87.7541806	Free Union,KY
35.9012481 -80.6895099	Oakland Heights,NC
38.9889942 -79.8314578	Whyte,WV
41.5131177 -79.4531021	Jamison,PA
18.1871776 -67.1415684	Belmonte,PR
42.4889607 -76.0746488	Messengerville,NY
41.1508822 -84.2943907	Rice,OH
41.6997524 -89.9756718	Denrock,IL
33.3076167 -87.5961188	Carolwood Estates,AL
37.8668089 -77.7849929	Locust Creek,VA
46.6318873 -92.3835255	Alford,MN
36.3222728 -86.6074955	Colonial Acres,TN
38.4829035 -77.6961015	Silver Hill,VA
34.283157 -83.8574007	Atlas Circle,GA
41.2933674 -87.6347611	Sollitt,IL
47.3199306 -114.0939979	Saint Ignatius,MT
48.116126 -102.2243361	Epworth,ND
42.552585 -72.9417641	Hallockville,MA
41.4244357 -93.6566073	Greenbush,IA
46.4060505 -87.2412538	Yalmar,MI
38.3343585 -120.9252174	Firebrick,CA
35.9931926 -80.0250403	Oakview,NC
35.0607173 -79.3455903	McCain,NC
35.2669058 -119.0334366	Pumpkin Center,CA
47.4802055 -92.5704612	Largo,MN
43.0111037 -97.0222702	Colfax Corner,SD
40.1478876 -74.9371115	Janney,PA
36.8600261 -101.2134954	Hooker,OK
40.0128897 -74.9348901	Skin Corner,NJ
35.3403941 -82.3506724	Saconon,NC
30.8899124 -96.2946839	Edge,TX
28.014182 -98.2233398	La Parrita Valley Colonia,TX
35.2586931 -92.3604321	Soda Valley,AR
38.2783539 -101.2915515	Lydia,KS
43.1245535 -124.3687245	Winterville,OR
45.7784491 -122.5417642	Battle Ground West,WA
35.9234211 -83.6590618	Boyds Creek,TN
30.8854631 -87.5099827	Walnut Hill,FL
45.5727408 -96.295337	Johnson,MN
37.2882052 -77.4027604	Boulevard Heights,VA
33.990379 -84.1418597	Forest Manor North,GA
37.9770586 -80.9400953	Landisburg,WV
34.2611183 -116.84503	Big Bear City,CA
38.3455761 -94.6780124	La Cygne Corner,KS
40.6560582 -111.9466037	Pioneer Estates,UT
40.3334023 -80.6250747	Hillsboro,OH
39.6073241 -76.9413689	Random Heights,MD
40.0756276 -80.7900855	Lansing,OH
39.8675 -105.0186111	Kimberly Hills,CO
36.7111165 -107.9845116	Bloomfield,NM
36.1889512 -85.3791386	Brotherton,TN
40.8303367 -78.3419619	Sterling,PA
40.697966 -116.8800994	Rennox,NV
41.9573148 -73.4670667	Ore Hill,CT
36.7234118 -84.4704942	Whitley City,KY
33.1383724 -117.2117016	Palomar West Mobile Home Park,CA
37.8500191 -99.7567932	Spearville,KS
36.1557196 -75.7412953	Sand Dollar Shores,NC
47.049168 -101.5551504	Otter Creek,ND
35.4572996 -88.8686699	Medon,TN
40.316148 -87.1022317	Roberts,IN
39.0090001 -76.5274624	Dellwood,MD
38.4742095 -91.7837825	Potts,MO
35.6506354 -93.0026728	Victor,AR
40.8464887 -74.110698	Carlton Hill,NJ
42.2070264 -75.4235121	East Afton,NY
35.6895557 -82.5281837	Pleasant Grove,NC
30.3224229 -86.1457748	Watercolor,FL
32.6384808 -93.9307372	Brian,LA
35.2437505 -81.0628532	Lakewood,NC
33.5681936 -81.7509426	Kalmia Hills,SC
39.2765006 -75.5904821	Lawndale,DE
43.7097966 -71.4603513	Center Harbor,NH
40.7089511 -78.081952	Dungarvin,PA
41.5691561 -93.7096652	Valley Junction,IA
36.2684702 -80.6486744	Rockford,NC
33.2934544 -83.9449087	Pepperton,GA
37.0767199 -88.9736762	La Center,KY
38.0512424 -79.2139214	Middlebrook,VA
29.7263457 -96.2132963	Rexville,TX
34.0601065 -95.003281	Wright City,OK
33.202341 -87.5933408	Snow Terrace,AL
36.1809865 -77.6666415	Enfield,NC
40.6583836 -84.0324448	South Warsaw,OH
34.7448112 -87.6675292	Muscle Shoals,AL
38.7306035 -88.2244862	Pureton,IL
40.1001105 -74.895166	Maple Shade,PA
36.3197729 -86.6147178	Rosewood,TN
34.227602 -83.8843455	Oakwood,GA
39.6378511 -81.4990123	Crooked Tree,OH
41.7998254 -70.764759	Five Corners,MA
40.9547793 -78.1730671	Munson,PA
46.9137086 -123.3220969	Lankner,WA
39.2101061 -77.2397056	Brink,MD
36.1542433 -84.5763288	Elizabeth,TN
30.0707743 -95.7035576	Rose Hill,TX
31.07879 -90.1709227	Lexie,MS
36.8398701 -76.2007707	Wayside Manor,VA
42.9444582 -88.1589789	Prospect,WI
42.537811 -83.4810481	Walled Lake,MI
18.3477299 -65.7090509	Casa Blanca,PR
41.420034 -87.7417115	Monee,IL
38.5389391 -87.072784	Hudsonville,IN
39.9020578 -74.9473891	Woodstream,NJ
46.0952313 -88.5073566	Chicagon,MI
35.9114693 -84.0863012	Cedar Springs,TN
39.4481619 -76.619136	Stratford,MD
38.8864475 -85.172177	Avonburg,IN
35.4564926 -95.9111074	Gulftown,OK
42.4802977 -87.9914689	Dunn Corners,IL
37.5765253 -76.4096688	Bushy,VA
34.6356572 -82.922924	The Meadows,SC
40.4491615 -101.8551774	Crete,NE
64.5505556 -165.415	Perkinsville,AK
37.3470104 -85.248016	Acton,KY
35.9245091 -88.575055	Carters Chapel,TN
30.4060715 -81.7445451	Dinsmore,FL
40.5919904 -84.9571895	Geneva,IN
40.6957793 -112.0485516	Century Condominium,UT
38.932889 -76.9841423	Brookland,DC
39.1684219 -80.6334319	Coldwater,WV
47.1125857 -124.1737879	Copalis Beach,WA
42.3347078 -95.3474969	Arthur,IA
44.7246843 -94.4858185	Stewart,MN
37.3939098 -97.281155	Belle Plaine,KS
44.6739488 -70.3689534	Hildreths Mill,ME
33.4551163 -83.9535201	Leadmore,GA
39.5237259 -75.2360204	Deerfield,NJ
26.1606405 -80.1742128	Rock Island Village,FL
39.0505986 -88.5433822	Heartville,IL
42.4025728 -76.9088495	Irelandville,NY
43.5556231 -73.4037234	Whitehall,NY
46.2495786 -119.4775238	Kiona,WA
43.0903447 -76.240483	Lakeland,NY
39.7248166 -77.7244381	State Line,PA
38.5970573 -75.2101871	Warwick Park,DE
38.181972 -93.2699231	Majorville,MO
32.452921 -84.9257639	Dimon Woods,GA
33.9536255 -118.1636812	Vinvale,CA
28.5730489 -82.4081495	North Brooksville,FL
39.8411529 -86.2019334	Knollton Heights,IN
40.7905919 -89.3606433	Metamora,IL
40.553119 -81.2301062	Atwood Pines,OH
18.5002204 -67.0287908	Jardin Caribe,PR
34.2362178 -88.8325562	Country Oak Estates,MS
33.4729319 -80.8984263	Rivelon,SC
39.6601118 -75.70521	Breezewood II,DE
32.5520137 -111.3034422	Avra,AZ
30.489912 -91.2073304	Poplar Grove Plantation,LA
40.8592667 -73.8984694	Fordham,NY
33.3803879 -86.0269133	Waldo,AL
45.1602442 -93.0888324	Lino Lakes,MN
36.4265135 -81.5017725	Smethport,NC
37.4251432 -79.0444665	Joshua Falls,VA
18.1577366 -66.4451713	Hacienda Limón,PR
40.6634358 -74.2729247	Aldene,NJ
44.9017119 -72.9476338	Sheldon Junction,VT
31.7178594 -112.2012411	Ak Komelik,AZ
40.7300893 -76.2116103	New Castle,PA
38.569004 -75.570203	Hollybrook Apartments,DE
39.8442426 -79.6167092	Chalkhill,PA
41.2566108 -111.9646635	East Lynne Addition,UT
37.7806772 -80.3939618	Caldwell,WV
40.0481037 -89.5884374	Croft,IL
18.3743914 -67.2001812	Barrio Guayabo,PR
41.6670245 -75.6174094	Royal,PA
42.451696 -86.25642	South Haven Highlands,MI
34.7278787 -90.1050928	Kelleys Crossing,MS
45.5919097 -94.1661011	Sauk Rapids,MN
30.4657457 -91.0676043	Red Oak,LA
41.2072137 -101.5165592	Broganville,NE
34.3445362 -86.2683141	Sandy Point Subdivision,AL
33.6364957 -87.0916648	Quintown,AL
35.2612539 -80.6914577	Casa Linda Estates,NC
40.2917559 -76.7949713	David Manor,PA
40.2342313 -82.4512699	Utica,OH
42.6303103 -85.643076	Bradley,MI
33.2012459 -83.4343303	Resseaus Crossroads,GA
35.3051318 -81.4325868	Stony Point,NC
24.5965343 -81.6600883	Big Coppitt Key,FL
39.0651089 -76.9863652	Fairview Estates,MD
37.7906631 -81.7687271	Latrobe,WV
40.3305401 -105.8622349	Gaskil,CO
30.6424158 -88.5697424	Wade,MS
40.7063954 -93.3652135	Allerton,IA
41.5199892 -93.9196714	Prairie Village Mobile Home Park,IA
40.6561761 -79.5328221	Dime,PA
40.9317539 -75.8224174	Black Creek Junction,PA
35.5089386 -99.0120306	Ralph,OK
35.9570093 -85.482754	Whispering Hills,TN
41.7684064 -77.244418	Charleston,PA
39.3773278 -76.7913637	McDonogh Park,MD
36.8218939 -120.506841	Broadview Farms,CA
33.4273312 -86.9358256	Hudson Gardens,AL
39.6503617 -79.2961466	Kaese Mill,MD
43.1974632 -94.2196855	Burt,IA
32.573761 -93.6165651	Dogwood Forest,LA
34.4470159 -104.7116522	Largo,NM
35.7236888 -92.4604371	Plant,AR
35.0131472 -90.7226097	Madison,AR
36.4064544 -92.183489	Cumi,AR
38.4123118 -82.0451375	Imperial Estates,WV
39.1376091 -76.5724644	Timber Glade,MD
45.3733428 -84.9553297	Petoskey,MI
42.9906131 -78.8044783	North Bailey,NY
41.1554995 -111.9479966	Windsor Hill Estates,UT
35.5790506 -77.3144074	Azalea Gardens Mobile Home Park,NC
35.3766259 -119.0723254	Jastro,CA
41.6928393 -78.8511443	Preston,PA
44.3477718 -87.8273152	Denmark,WI
34.4270428 -83.8051807	River Run,GA
37.4061111 -122.1077778	The Crossings,CA
40.8275996 -74.5943254	Calais Crossroads,NJ
40.0795563 -74.6532133	Georgetown,NJ
37.4404942 -122.2566335	Woodside Glens,CA
43.128133 -72.7112057	South Windham,VT
38.4570622 -75.836045	Butlers Beach,MD
33.8814915 -84.2557553	Embry Hills,GA
32.5362445 -87.1797169	Suttle,AL
30.1074582 -82.4912303	Lulu,FL
30.0029976 -95.2363214	Moonshine Hill,TX
27.9566843 -97.9369447	Orange Grove,TX
33.6064989 -84.3352017	Lake City,GA
37.4154797 -82.4951434	Lake Helen Residence,KY
36.2019824 -100.4581949	Barton Corners,TX
42.441815 -121.2708314	Beatty,OR
30.3896365 -91.1464949	Woodstone Estates,LA
33.8202957 -116.3013977	Hidden Palms,CA
35.080075 -85.4660735	Shake Rag,TN
40.3500687 -79.4383718	Old Crabtree,PA
32.3684895 -94.1829688	Elysian Fields,TX
39.7128722 -77.8811085	Dry Run,MD
41.4930982 -86.7775221	Union Mills,IN
37.5848306 -81.9929003	Glen Alum,WV
27.2264319 -98.1233377	Rush Addition Colonia,TX
32.0477083 -81.1376121	Liberty City,GA
38.7145093 -84.8227255	Glencoe,KY
36.3251554 -76.4899438	Whiteston,NC
36.2955062 -119.8326344	Rossi,CA
42.2004645 -114.9531069	Hoelzle Place,ID
38.9684441 -76.7596914	Collington,MD
39.3066667 -84.3641667	The Woods,OH
42.1678436 -78.3872408	Hinsdale,NY
36.313749 -80.2644948	Neatman,NC
39.310063 -83.6290877	Careytown,OH
37.9131959 -78.7916872	Ottoway,VA
34.3541659 -119.0592705	Santa Paula,CA
42.9761945 -71.6939626	New Boston,NH
35.7270269 -84.0015715	Cherokee Heights,TN
33.5934531 -93.6885132	Battlefield,AR
38.3937277 -75.4568641	Wil-e-lew,MD
35.8375778 -92.9546161	Dickey Junction,AR
34.7973564 -81.5031525	Robat,SC
35.8203515 -84.5860469	Lake Shadow,TN
41.0445286 -75.8449185	Pond Creek,PA
38.5386648 -90.5606795	Minke,MO
29.006319 -103.2948959	Woodsons,TX
35.9209056 -90.4514938	Dixie,AR
38.31002 -95.341922	Glenlock,KS
40.9550635 -79.7481055	Millerstown,PA
38.564565 -76.8163574	Sandy Level Estates,MD
36.5303372 -90.6842837	Glenn,MO
37.5779226 -77.2324757	Wicker Corner,VA
44.8106312 -67.6458299	Rivers End,ME
38.3547702 -88.14865	Ellery,IL
40.1742586 -76.8280271	Locust Manor Mobile Home Park,PA
34.9237763 -77.7738667	Beulaville,NC
35.2980659 -111.0062528	Leupp,AZ
33.2398732 -81.3662178	Hells Half Acre,SC
31.1974531 -81.381486	Saint Clair Estates,GA
35.4579333 -79.0530768	Broadway,NC
31.1743546 -93.5612853	Toledo,TX
40.1689634 -79.1394743	Laurel Mountain Village,PA
35.941462 -92.1082079	Sylamore,AR
41.2204997 -111.9507743	Bristol Mansion Condominium,UT
41.0921657 -112.0477209	Rhoades Lane,UT
36.5222694 -86.1494312	Cross Lanes,TN
42.8089539 -77.3905426	Bristol Center,NY
39.1798295 -76.8355288	Hopewell,MD
34.5234168 -97.4844702	Carver,OK
45.399131 -93.2346719	Coopers Corner,MN
47.9323735 -119.0380781	Electric City,WA
33.6529103 -82.1595644	Meriwether,SC
42.735863 -83.4188304	Clarkston,MI
33.4139356 -111.800695	Lazona Trailer Court,AZ
32.39736 -86.2385786	Timbers,AL
32.1879391 -94.2624172	Hudson Mast,TX
40.3281247 -79.6153198	Jeannette,PA
37.2619648 -98.1347873	Crystal Springs,KS
40.1025463 -89.9631693	Oakford,IL
36.630137 -80.144771	Critz,VA
30.176586 -91.1303817	Cora,LA
40.0381674 -75.2224016	Roxborough,PA
18.0060775 -65.8993289	Residencial Carmen H Martorell,PR
39.2353255 -90.6234556	Michael,IL
38.7298377 -76.8774718	Clinton Acres,MD
37.9681957 -78.715019	Miran Forest,VA
30.2932933 -82.0398328	Mattox,FL
18.3896686 -67.1865697	Reparto Los Maestros,PR
43.8729718 -111.1846682	Felt,ID
43.6134015 -72.9320499	Brookwood Estates,VT
32.657075 -86.4549758	Rollins,AL
38.3903992 -76.1049399	Barnes Landing,MD
35.5453872 -82.67874	New Candler,NC
36.7482038 -77.7219334	Racume,VA
40.0131672 -75.2943516	Haverford,PA
44.5133306 -87.6078665	Ryans Corner,WI
39.7858943 -83.2718596	McKendree,OH
36.7788393 -119.54041	Edmiston,CA
39.5652778 -86.1613889	Tremont,IN
41.0250376 -90.356239	Henderson,IL
29.8299284 -91.6165029	Caneland,LA
48.2677874 -100.8426438	Granville,ND
41.8484385 -70.5311409	Harlows Landing,MA
36.1065242 -79.7730862	White Oak,NC
32.864848 -96.6691625	Zacha Junction,TX
37.1389445 -88.4033716	Smithland,KY
37.6792156 -90.7359588	Pin Hook,MO
34.2864902 -91.1637278	Ethel,AR
18.0616306 -65.913496	Rosa Sanchez,PR
39.8198348 -75.4601964	Riverview Gardens,DE
36.2270238 -83.9226912	New Loyston,TN
48.1430761 -104.3574483	Lanark,MT
39.0636026 -105.3586068	Platte Springs,CO
38.9917452 -82.075698	Hobson,OH
38.9653907 -76.1682823	Wye Harbor,MD
47.0718839 -92.7324165	Meadowlands,MN
41.0300548 -82.5157264	Greenwich,OH
35.1100913 -93.6965842	Quarry Heights,AR
35.7890257 -80.8600728	Eastside,NC
42.7517303 -77.7127766	Excelsior Springs,NY
41.0625576 -81.09843	Yale,OH
35.1893109 -80.7775702	Eastfield,NC
39.5314626 -81.3853969	Bonn,OH
18.2985633 -66.8779544	Residencial Francisco Sein,PR
40.4481492 -75.8982609	Maiden Creek,PA
26.1989722 -80.1186555	Imperial Point,FL
34.5709397 -82.7179143	Leeward Landing,SC
39.8033789 -85.4385828	Dunreith,IN
40.0236854 -79.8839357	Brownsville,PA
31.8523066 -110.9748125	Continental,AZ
47.3473047 -124.29324	Taholah,WA
41.7030556 -88.1419444	Heritage Place,IL
33.5658732 -112.2846017	Country Meadows,AZ
37.3702934 -102.8596463	Pritchett,CO
36.6516172 -120.4593339	Murietta Farm,CA
39.7181688 -75.5524229	Millside,DE
37.6979238 -77.8827738	Cedar Hills,VA
36.3195501 -82.4129203	Westover,TN
41.7039392 -85.022465	Potawatomi Inn,IN
18.3721718 -66.1796116	Country States,PR
18.42578 -66.6268404	Ballajá,PR
40.651336 -111.9541038	Mills Heights,UT
37.1206853 -80.4006052	Franklin Park,VA
44.2444149 -97.0408948	Sinai,SD
40.864483 -90.9612528	Gladstone,IL
35.8772972 -84.5082668	Oak Hills,TN
42.6111926 -73.2876072	North Hancock,MA
44.2345246 -68.5319666	Naskeag,ME
41.866422 -87.6236629	Park Row,IL
18.2296776 -66.0426655	Brooklyn,PR
36.0748131 -94.9807905	Liberty,OK
19.4825 -155.9366667	Ka‘awaloa,HI
43.0091313 -93.2313145	Hurley,IA
38.6351175 -77.2638715	Featherstone,VA
37.46737 -77.4747069	Dorchester,VA
34.6402611 -120.4687749	Lompoc Village,CA
42.6414248 -84.8952686	Gresham,MI
33.2496132 -79.9750797	Simpson Crossing,SC
33.2880908 -116.9583606	Rincon,CA
35.9115426 -78.2411059	Pine Ridge,NC
36.2915451 -76.3991066	Parkville,NC
34.1659294 -85.1505052	Silvermont,GA
40.0214525 -82.512658	Union Station,OH
36.1334101 -96.3544571	Mannford,OK
39.5397853 -82.7698934	Huntsville,OH
48.2418738 -116.2954561	East Hope,ID
41.3356126 -79.975891	Raymilton,PA
40.7399021 -118.5965469	Scossa,NV
38.7428915 -75.5924266	Cantebury Apartments,DE
38.0901992 -120.4735322	Vallecito,CA
39.3506558 -78.2388929	Siler,VA
38.1950696 -85.6519047	Buechel,KY
45.970816 -85.8723343	Port Inland,MI
42.2711311 -89.0939952	Rockford,IL
34.3414798 -85.7099661	Sigsbee,AL
33.9917687 -84.0610214	Steeplechase,GA
38.437214 -106.8497627	Chance,CO
35.711491 -95.9916603	Preston,OK
35.4388517 -119.6901277	Missouri Triangle,CA
30.7821796 -81.5917657	Mission Trace,GA
28.9435939 -97.2616573	Golly,TX
36.8200582 -92.3032157	Blanche,MO
42.877032 -71.2142276	Collettes Grove,NH
43.0824943 -97.3989494	Vedin Corner,SD
42.9536888 -73.4342797	Buskirk,NY
36.3201411 -78.9616759	Ai,NC
33.9751 -85.7902443	Reaves,AL
18.4607792 -66.358503	Sabana,PR
39.3359357 -77.4433194	Keller,MD
41.4403113 -89.1164724	Dimmick,IL
47.503563 -95.0011172	Wilton,MN
35.1446065 -78.9714168	Bougainville,NC
38.7137283 -76.6585741	Laurian,MD
38.6448061 -82.1623667	Mercers Bottom,WV
33.9384487 -83.4454382	Glen Oaks,GA
38.1181215 -86.3216423	Cedar Flat,KY
38.8920564 -76.9574747	River Terrace,DC
46.2677264 -89.1779179	Watersmeet,MI
35.9567288 -87.8805841	Polecat,TN
32.7826255 -95.6977391	Bellview,TX
29.3474565 -99.1414249	Hondo,TX
40.8956496 -75.3235154	Saylorsburg,PA
33.8684563 -82.6520809	Danburg,GA
43.6439672 -70.9236748	West Newfield,ME
17.6946975 -64.8098681	Cooper,VI
41.3253337 -80.3417326	New Hamburg,PA
36.0383942 -86.8602786	Oak Hampton,TN
40.7397624 -91.158202	Spring Grove,IA
44.4960752 -89.8076239	Rudolph,WI
28.6886001 -82.3764824	Catawba,FL
36.0944186 -115.0419404	East Las Vegas,NV
33.4078934 -84.6821543	Thomas Crossroads,GA
30.8404606 -91.6615053	Batchelor,LA
36.1528804 -82.7962625	Summey Subdivision,TN
47.3038457 -95.2144617	Vern,MN
37.7845852 -77.0958058	Cape Charlie,VA
42.1067125 -85.0796988	Burlington,MI
41.3675908 -75.0623947	Lords Valley,PA
33.1273378 -95.492452	Brinker,TX
37.6066697 -106.2044748	Torres,CO
38.8056376 -82.0526413	Ambrosia,WV
39.9703858 -75.6696602	Altor,PA
38.2095705 -76.4902316	Willow Brook Estates,MD
35.4653804 -83.0284714	Hyatt Creek,NC
35.6284728 -80.4575598	Moyle Heights,NC
18.000244 -66.6235062	Villa Grillasca,PR
37.6665081 -80.887865	Avis,WV
38.7065066 -77.6019346	King Richard Estates,VA
33.8901582 -80.3481363	Guignard Park East,SC
45.8349395 -109.9554647	Duffy Trailer Court,MT
44.3458333 -93.9661111	Summit Mobile Home Park,MN
30.8618674 -83.3068197	Mederer Acres,GA
38.4556795 -76.7130193	Shady Dale,MD
48.2023706 -119.7103371	Wakefield,WA
39.1692069 -91.566549	Culiver,MO
43.264791 -74.9471009	Gray,NY
39.95 -86.0297222	Burberry Place,IN
40.6582802 -111.9893828	Bel Won Enterprise,UT
37.2584781 -79.1452994	Happy Valley,VA
39.1528855 -76.8274728	Huntington East,MD
41.2132775 -111.9638302	Lovelock,UT
38.9581661 -77.2047026	Swinks Mill,VA
43.7094283 -98.0297992	Mitchell,SD
34.9659215 -92.7143317	Oak Grove,AR
30.5399224 -84.0915603	Peck,FL
35.9389647 -84.4902112	Walker Subdivision,TN
43.7081312 -71.3486825	Clark Landing,NH
38.0208756 -87.5616829	Stringtown,IN
40.6900081 -100.3993066	Moorefield,NE
41.2360554 -112.0743862	DeGiorgio,UT
31.3348962 -89.3592301	Westover,MS
31.679939 -81.4587184	Lecount,GA
39.3889918 -77.2969281	Woodsworth Estates,MD
38.9625821 -81.4915111	Peewee,WV
35.8778525 -84.5352123	Ponderosa,TN
30.8079631 -90.1000829	Springhill,LA
35.1187569 -80.7956263	Raintree,NC
36.841446 -92.7735032	Rome,MO
18.3538393 -66.1921119	Bella Vista,PR
42.2977891 -90.6876307	Zwingle,IA
39.5770579 -75.9179982	La Plaine Estates,MD
41.2273042 -75.9832553	Avondale Hill,PA
43.1009031 -75.2326641	Utica,NY
33.4464975 -86.9644375	Collins,AL
41.802575 -76.3277141	Mercur,PA
38.8409134 -82.2245922	Town and Country Estates,OH
38.626447 -85.969974	New Philadelphia,IN
36.1542737 -82.4873646	Bumpus Cove,TN
36.3225577 -88.324488	Porter Court,TN
29.4119166 -82.1098156	Citra,FL
40.4437166 -74.4754305	Maple Meade,NJ
35.859877 -78.1783267	Samaria,NC
41.5223194 -72.9356591	Mixville,CT
45.904409 -94.8855773	Round Prairie,MN
41.3806565 -71.6492292	Fort Ninigret,RI
36.0720039 -86.7588877	Crieve Hall,TN
36.3230078 -116.671437	Ryan,CA
33.7545474 -96.4130433	Carpenters Bluff,TX
40.5713374 -111.8410444	Wildflower,UT
45.2435942 -99.7770614	Hoven,SD
34.0854363 -79.765065	Danwood,SC
40.8033299 -101.9124008	Brandon,NE
41.2504998 -111.95633	Melody Lane,UT
36.6161726 -91.7654247	Fruitville,MO
34.1468346 -79.0325332	Mount Olive,SC
33.9493237 -80.3381356	Lafayette Heights,SC
40.6117522 -76.7185777	Gratz,PA
41.1422809 -80.3406208	Lyle,PA
38.5394433 -104.6355279	Wigwam,CO
40.1625946 -76.4319078	Naumanstown,PA
43.5258118 -90.221516	Germantown,WI
35.023964 -85.0238375	Apison,TN
34.6159327 -89.188404	Hickory Flat,MS
39.8601138 -74.9887787	Coffins Corner,NJ
40.8139759 -76.3902277	Wilburton Number One,PA
40.0867137 -90.1453965	Wolf Lake,IL
36.2348083 -83.570736	Sycamore Spring,TN
38.077607 -81.3801109	Whittaker,WV
39.9912095 -76.4980205	Leibharts Corner,PA
35.5079405 -77.3480187	Gold Leaf Estates,NC
33.7153864 -91.2151137	Lucca Landing,AR
39.0220092 -84.0802113	Concord,OH
39.4292693 -77.0077584	Dorsey Crossroads,MD
